,idtaxon,idestadoconservacion,estadoconservacion,anio,idcategoria,categoriaconservacion,idcriterio,criteriomedidaconservacion,descripcion,criterios,idautoridad,autoridad,idaplicaa,aplicaa,iddataset,fechaalta,fechabaja,idvigente,vigencia,observaciones,idnombre
1531,1055,,,2010,11,EN (En peligro),,,,"B1ab(i,ii,iv,v)+2ab(i,ii,iv,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1055.0
1532,1055,,,2011,11,EN (En peligro),,,,"B1ab(i,ii,iv,v)+2ab(i,ii,iv,v)",1,UICN,1,Mundial,119,,,1.0,Vigente,,
1533,1055,,,2012,40,U2 (Desfavorable-malo),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,2,,,1.0,Vigente,,1055.0
1534,1055,,,2018,39,U1 (Desfavorable-inadecuado),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,72,,,1.0,Vigente,,1055.0
1535,1056,,,2000,19,VU (Vulnerable),,,,"C2a, D2",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1056.0
1536,1056,,,2006,11,EN (En peligro),,,,B2ac(iv),1,UICN,2,España,123,2024-01-10,,1.0,Vigente,,1056.0
1537,1056,,,2008,11,EN (En peligro),,,,B2ac(iv),1,UICN,2,España,124,,,1.0,Vigente,,1056.0
1538,1056,,,2010,11,EN (En peligro),,,,B2ac(iv),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1026359.0
1539,1056,,,2011,11,EN (En peligro),,,,B2ab(iii),1,UICN,1,Mundial,119,,,1.0,Vigente,,
1540,1056,,,2012,39,U1 (Desfavorable-inadecuado),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,2,,,1.0,Vigente,,1056.0
1541,1056,,,2018,38,FV (Favorable),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,72,,,1.0,Vigente,,1056.0
1542,1057,,,2008,11,EN (En peligro),,,,B2ab(iii)c(iv),1,UICN,2,España,124,2024-01-11,,1.0,Vigente,,1057.0
1543,1057,,,2008,11,EN (En peligro),,,,B2ab(iii)c(iv),1,UICN,2,España,125,,,1.0,Vigente,,1057.0
1544,1057,,,2010,11,EN (En peligro),,,,B2ab(iii)c(iv),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1057.0
1545,1059,,,2000,13,CR (En peligro crítico),,,,B1+2c,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1059.0
1546,1059,,,2004,13,CR (En peligro crítico),,,,"B2ab(ii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1059.0
1547,1059,,,2008,13,CR (En peligro crítico),,,,"B2ab(ii,v)",1,UICN,2,España,124,2024-01-11,,1.0,Vigente,,1059.0
1548,1059,,,2008,13,CR (En peligro crítico),,,,"B2ab(ii,v)",1,UICN,2,España,125,,,1.0,Vigente,,1059.0
1549,1059,,,2010,13,CR (En peligro crítico),,,,"B2ab(ii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1059.0
1550,1060,,,2000,19,VU (Vulnerable),,,,C2a,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1060.0
1551,1060,,,2008,19,VU (Vulnerable),,,,B2ab(iii),1,UICN,2,España,125,,,1.0,Vigente,,1060.0
1552,1060,,,2008,19,VU (Vulnerable),,,,B2ab(iii),1,UICN,2,España,124,2024-01-11,,1.0,Vigente,,1060.0
1553,1060,,,2010,19,VU (Vulnerable),,,,B2ab(iii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1060.0
1554,1061,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1061.0
1555,1061,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,2024-01-11,,1.0,Vigente,,1061.0
1556,1061,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,125,,,1.0,Vigente,,1061.0
1557,1061,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1061.0
1558,1061,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1559,1061,,,2011,19,VU (Vulnerable),,,,D2,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1560,1061,,,2012,38,FV (Favorable),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,2,,,1.0,Vigente,,1061.0
1561,1061,,,2018,38,FV (Favorable),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,72,,,1.0,Vigente,,1061.0
1562,1062,,,2000,19,VU (Vulnerable),,,,B1+2c,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1062.0
1563,1062,,,2008,19,VU (Vulnerable),,,,"B2ac(iii,iv)",1,UICN,2,España,124,2024-01-11,,1.0,Vigente,,1062.0
1564,1062,,,2008,19,VU (Vulnerable),,,,"B2ac(iii,iv)",1,UICN,2,España,125,,,1.0,Vigente,,1062.0
1565,1062,,,2010,11,EN (En peligro),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,1,Mundial,119,,,1.0,Vigente,,
1566,1062,,,2010,19,VU (Vulnerable),,,,"B2ac(iii,iv)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1062.0
1567,1062,,,2011,11,EN (En peligro),,,,"B1ab(iii,v)+2ab(iii,v)",1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1568,1063,,,2008,11,EN (En peligro),,,,B1ab(iii)+2ab(iii),1,UICN,2,España,125,,,1.0,Vigente,,1063.0
1569,1063,,,2008,11,EN (En peligro),,,,B1ab(iii)+2ab(iii),1,UICN,2,España,124,2024-01-11,,1.0,Vigente,,1063.0
1570,1063,,,2010,11,EN (En peligro),,,,B1ab(iii)+2ab(iii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1063.0
1571,1064,,,2000,19,VU (Vulnerable),,,,C2a,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1064.0
1572,1064,,,2008,19,VU (Vulnerable),,,,C2a(i),1,UICN,2,España,124,2024-01-11,,1.0,Vigente,,1064.0
1573,1064,,,2008,19,VU (Vulnerable),,,,C2a(i),1,UICN,2,España,125,,,1.0,Vigente,,1064.0
1574,1064,,,2010,19,VU (Vulnerable),,,,C2a(i),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1064.0
1575,1064,,,2016,11,EN (En peligro),,,,B2ab(iii) ; D,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1576,1064,,,2017,11,EN (En peligro),,,,B2ab(iii) ; D,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1577,1064,,,2020,11,EN (En peligro),,,,B2ab(iii) ; D,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1578,1066,,,2000,19,VU (Vulnerable),,,,B1+2c,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1066.0
1579,1066,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,125,,,1.0,Vigente,,1066.0
1580,1066,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,2024-01-11,,1.0,Vigente,,1066.0
1581,1066,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1066.0
1582,1067,,,2000,19,VU (Vulnerable),,,,"B1+2de, C2a, D2",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1067.0
1583,1067,,,2008,19,VU (Vulnerable),,,,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",1,UICN,2,España,125,,,1.0,Vigente,,1067.0
1584,1067,,,2008,19,VU (Vulnerable),,,,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",1,UICN,2,España,124,2024-01-11,,1.0,Vigente,,1067.0
1585,1067,,,2010,19,VU (Vulnerable),,,,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1067.0
1586,1071,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1587,1071,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1588,1073,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1589,1078,,,2018,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1590,1078,,,2019,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1591,1090,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1592,1090,,,2016,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1593,1092,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1594,1093,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1595,1093,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1596,1095,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1597,1095,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1598,1096,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1599,1096,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1600,1097,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1601,1097,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1602,1098,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1603,1098,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1604,1099,,,2016,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1605,1107,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1107.0
1606,1107,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1607,1108,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1108.0
1608,1108,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1609,1108,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1004648.0
1610,1113,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1113.0
1611,1113,,,2008,17,DD (Datos insuficientes),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
1612,1113,,,2010,17,DD (Datos insuficientes),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1113.0
1613,1115,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1115.0
1614,1115,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1615,1115,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1115.0
1616,1116,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1116.0
1617,1116,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1618,1116,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1116.0
1619,1117,,,2012,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1620,1120,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1120.0
1621,1120,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1622,1120,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1120.0
1623,1122,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1122.0
1624,1122,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1625,1122,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1122.0
1626,1123,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1123.0
1627,1123,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,1123.0
1628,1123,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1123.0
1629,1123,,,2017,11,EN (En peligro),,,,B2ab(iii),1,UICN,1,Mundial,119,,,1.0,Vigente,,
1630,1134,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1134.0
1631,1134,,,2008,17,DD (Datos insuficientes),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
1632,1134,,,2010,17,DD (Datos insuficientes),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1134.0
1633,1135,,,2000,11,EN (En peligro),,,,B1+3B,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1135.0
1634,1135,,,2008,17,DD (Datos insuficientes),,,,,1,UICN,2,España,124,,,1.0,Vigente,,1135.0
1635,1135,,,2010,17,DD (Datos insuficientes),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1135.0
1636,1135,,,2016,11,EN (En peligro),,,,B2ab(iii) ; D,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1637,1135,,,2017,11,EN (En peligro),,,,B2ab(iii) ; D,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1638,1137,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1639,1137,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1640,1138,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1641,1138,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1642,1139,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1139.0
1643,1139,,,2008,11,EN (En peligro),,,,B1ab(iii)+2ab(iii),1,UICN,2,España,124,,,1.0,Vigente,,
1644,1139,,,2010,11,EN (En peligro),,,,B1ab(iii)+2ab(iii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1139.0
1645,1141,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1141.0
1646,1141,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1647,1141,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1141.0
1648,1142,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1142.0
1649,1142,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
1650,1142,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1142.0
1651,1145,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1145.0
1652,1145,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1653,1145,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1145.0
1654,1146,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1655,1147,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1656,1147,,,2012,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1657,1149,,,2000,19,VU (Vulnerable),,,,B1+2c,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1149.0
1658,1149,,,2008,17,DD (Datos insuficientes),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
1659,1149,,,2010,17,DD (Datos insuficientes),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1149.0
1660,1152,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1152.0
1661,1152,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
1662,1152,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1152.0
1663,1153,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1153.0
1664,1153,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1665,1153,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1153.0
1666,1157,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1157.0
1667,1157,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1668,1157,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1157.0
1669,1158,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1158.0
1670,1158,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
1671,1158,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1158.0
1672,1161,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1161.0
1673,1161,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
1674,1161,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1161.0
1675,1163,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1163.0
1676,1163,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,1163.0
1677,1163,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1163.0
1678,1163,,,2011,19,VU (Vulnerable),,,,D2,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1679,1163,,,2012,41,XX (Desconocido),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,2,,,1.0,Vigente,,1163.0
1680,1163,,,2018,39,U1 (Desfavorable-inadecuado),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,72,,,1.0,Vigente,,1163.0
1681,1169,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1169.0
1682,1169,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
1683,1169,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1169.0
1684,1171,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1171.0
1685,1171,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
1686,1171,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1171.0
1687,1175,,,2016,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1688,1175,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1689,1176,,,2017,15,NT (Casi amenazado),,,,B1a+2a,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1690,1179,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1179.0
1691,1179,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
1692,1179,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1179.0
1693,1180,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,842.0
1694,1180,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1695,1180,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,842.0
1696,1181,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1181.0
1697,1181,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1698,1181,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1181.0
1699,1182,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1182.0
1700,1182,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1701,1182,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1182.0
1702,1183,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1183.0
1703,1183,,,2008,19,VU (Vulnerable),,,,B2ab(iii),1,UICN,2,España,124,,,1.0,Vigente,,
1704,1183,,,2010,19,VU (Vulnerable),,,,B2ab(iii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1183.0
1705,1184,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1184.0
1706,1184,,,2008,19,VU (Vulnerable),,,,B2ab(iii),1,UICN,2,España,124,,,1.0,Vigente,,
1707,1184,,,2010,19,VU (Vulnerable),,,,B2ab(iii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1184.0
1708,1185,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1185.0
1709,1185,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1710,1185,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1185.0
1711,1188,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1188.0
1712,1188,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
1713,1188,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1188.0
1714,1189,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1189.0
1715,1189,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1716,1189,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1189.0
1717,1190,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1190.0
1718,1190,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1719,1190,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1190.0
1720,1191,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1191.0
1721,1191,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1722,1191,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1191.0
1723,1194,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1194.0
1724,1194,,,2008,19,VU (Vulnerable),,,,D1+2,1,UICN,2,España,124,,,1.0,Vigente,,
1725,1194,,,2010,19,VU (Vulnerable),,,,D1+2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1194.0
1726,1197,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1727,1199,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1199.0
1728,1199,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,1199.0
1729,1199,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1199.0
1730,1199,,,2017,15,NT (Casi amenazado),,,,B1b(iii)+2b(iii),1,UICN,1,Mundial,119,,,1.0,Vigente,,
1731,1204,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1204.0
1732,1204,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1733,1204,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1204.0
1734,1207,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1207.0
1735,1207,,,2008,19,VU (Vulnerable),,,,D1+2,1,UICN,2,España,124,,,1.0,Vigente,,
1736,1207,,,2010,19,VU (Vulnerable),,,,D1+2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1207.0
1737,1208,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1208.0
1738,1208,,,2008,19,VU (Vulnerable),,,,B2ac(iv),1,UICN,2,España,124,,,1.0,Vigente,,
1739,1208,,,2010,19,VU (Vulnerable),,,,B2ac(iv),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,31480.0
1740,1208,,,2012,38,FV (Favorable),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,2,,,1.0,Vigente,,
1741,1208,,,2018,38,FV (Favorable),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,72,,,1.0,Vigente,,
1742,1209,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,,,1.0,Vigente,,
1743,1216,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1216.0
1744,1216,,,2008,19,VU (Vulnerable),,,,B2ac(iv),1,UICN,2,España,124,,,1.0,Vigente,,
1745,1216,,,2010,19,VU (Vulnerable),,,,B2ac(iv),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1216.0
1746,1217,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1217.0
1747,1217,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
