taxonid,name,taxonrank,origen,taxonomicgroup,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,nametype
975,Senecio hadrosomus Svent,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,,hadrosomus,,Sinónimo
1007,Sideritis argosphacelus var. marmorea (Bolle) Ceballos & Ortuño,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,argosphacelus,marmorea,Sinónimo
8351,Sideritis spinosa f. serrata (Lagasca) Willk,Form,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,spinosa,serrata,Sinónimo
8351,Sideritis spinosa var. serrata (Lagasca) Amo,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,spinosa,serrata,Sinónimo
8412,Silene dioica subsp. glutinosa (Rouy) Franco,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,,dioica,glutinosa,Sinónimo
8373,Silene inflata subsp. thorei (Léon Dufour) Bonnier & Layens,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,,inflata,thorei,Sinónimo
8396,Silene italica subsp. hifacensis (Willk.) O. Bolòs & Vigo,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,,italica,hifacensis,Sinónimo
8366,Silene italica subsp. sennenii (Pau) O. Bolòs & Vigo,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,,italica,sennenii,Sinónimo
8373,Silene thorei Léon Dufour,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,,thorei,,Sinónimo
8373,Silene vulgaris subsp. thorei (Léon Dufour) A.O. Chater & Walters,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,,vulgaris,thorei,Sinónimo
1854,Simbuleta fruticosa (Desf.) O. Kuntze,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Simbuleta,,fruticosa,,Sinónimo
1376,Solanum nava Webb & Berthel,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,,nava,,Sinónimo
8601,Spiraea crenata var. parvifolia Pau (basión),Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Spiraea,,crenata,parvifolia,Sinónimo
8601,Spiraea crenifolia var. parvifolia (Pau) C. Vicioso,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Spiraea,,crenifolia,parvifolia,Sinónimo
5819,Statice aragonensis Debeaux,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,aragonensis,,Sinónimo
33085,Statice arborea WiIld,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,arborea,,Sinónimo
33085,Statice arborescens Brouss,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,arborescens,,Sinónimo
942,Statice bourgaei Boiss.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,bourgaei,,Sinónimo
484,Statice brassicaefolia Webb & Berthel,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,brassicaefolia,,Sinónimo
5868,Statice carthaginensis Rouy,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,carthaginensis,,Sinónimo
5869,Statice catalaunica Willk. & Costa,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,catalaunica,,Sinónimo
5768,Statice dodartii Girard,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,dodartii,,Sinónimo
5803,Statice dufourii Girard,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,dufourii,,Sinónimo
33087,Statice frutescens DC,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,frutescens,,Sinónimo
2470,Statice humilis Link,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,humilis,,Sinónimo
940,Statice imbricata Girard,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,imbricata,,Sinónimo
941,Statice macrophylla Sprengel,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,macrophylla,,Sinónimo
943,Statice macroptera Webb & Berthel,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,macroptera,,Sinónimo
5819,Statice monrealense Pau,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,monrealense,,Sinónimo
1066,Statice papillata Webb & Berthel,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,papillata,,Sinónimo
944,Statice preauxii Webb,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,preauxii,,Sinónimo
1066,"Statice pruinosa sensu Berthel., non L.",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,pruinosa,,Sinónimo
942,Statice puberula var. bourgaei (Webb) Stapf,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,puberula,bourgaei,Sinónimo
945,Statice puberula Lindley,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,puberula,,Sinónimo
946,Statice rediviva Svent,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,rediviva,,Sinónimo
944,Statice rumicifolia Svent,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,rumicifolia,,Sinónimo
947,Statice spectabile Svent,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Statice,,spectabile,,Sinónimo
8532,Succisa microcephala Willk,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Succisa,,microcephala,,Sinónimo
863,Sutera canariensis (Webb & Berthel.) G. Kunkel,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Sutera,,canariensis,,Sinónimo
913,Teline benehoavensis (Svent.) A. Santos,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Teline,,benehoavensis,,Sinónimo
1043,Teline linifolia subsp. teneriffae P.E. Gibbs & Dingwall,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Teline,,linifolia,teneriffae,Sinónimo
1043,Teline teneriffae (P.E. Gibbs & Dingwall) Bramwell,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Teline,,teneriffae,,Sinónimo
26859,Teucrium oxylepis Font Quer subsp. oxylepis,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,,oxylepis,oxylepis,Aceptado/válido
791,Teucrium polium f. vedranense O. Bolòs & Vigo,Form,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,,polium,vedranense,Sinónimo
1014,Thesium psilotocladum Svent.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Santalales,Santalaceae,Thesium,,psilotocladum,,Aceptado/válido
8689,Thlaspi alpestre subsp. occitanicum (Jord.) O. Bolòs & Vigo,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi,,alpestre,occitanicum,Sinónimo
8689,Thlaspi caerulescens subsp. occitanicum (Jord.) Laínz,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi,,caerulescens,occitanicum,Sinónimo
8689,Thlaspi tallonis Sennen,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi,,tallonis,,Sinónimo
8902,Thymus mastichina var. carnosus (Boiss.) Malag,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,,mastichina,carnosus,Sinónimo
9336,Veronica chamaedrys var. canescens Merino,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,chamaedrys,canescens,Sinónimo
9325,"Veronica digitata Vahl, non Lam",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,digitata,,Sinónimo
9360,Veronica fontqueri Pau,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,fontqueri,,Sinónimo
9360,Veronica rosea auct. hisp,Nombre mal aplicado,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,rosea,,Sinónimo
9336,"Veronica teucrium sensu Brot., non L",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,teucrium,,Sinónimo
9371,Vicia durandii Boiss,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,,durandii,,Sinónimo
26970,Lactarius deliciosus (Linnaeus) Gray,Species,Especie nativa,Hongos,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,,deliciosus,,Aceptado/válido
27042,Terfezia arenaria (Moris) Trappe,Species,Especie nativa,Hongos,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Terfezia,,arenaria,,Aceptado/válido
11448,Coluber hippocrepis,Species,Especie nativa,Reptiles,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,,hippocrepis,,Sinónimo
10726,Lacerta bonnali,Species,Especie nativa,Reptiles,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,,bonnali,,Sinónimo
11779,Lacerta monticola,Species,Especie nativa,Reptiles,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,,monticola,,Sinónimo
10852,Lacerta viridis,Species,Especie nativa,Reptiles,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,,viridis,,Sinónimo
27466,"Dendrocygna bicolor (Vieillot, 1816)",Species,Desconocido,Aves,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,,bicolor,,Aceptado/válido
27467,"Glaucidium passerinum (Linnaeus, 1758)",Species,,Aves,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,,passerinum,,Aceptado/válido
27500,"Deronectes moestus (Fairmaire, 1858)",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Deronectes,,moestus,,Aceptado/válido
27501,"Eretes griseus (Fabricius, 1781)",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Eretes,,griseus,,Aceptado/válido
27502,"Haliplus sibiricus MOTSCHULSKY, 1860",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus,sibiricus,,Aceptado/válido
27503,"Helophorus cincticollis Guilleveau, 1893",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Rhopalohelophorus,cincticollis,,Aceptado/válido
27504,"Helophorus illustris Sharp, 1916",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Rhopalohelophorus,illustris,,Aceptado/válido
27505,"Helophorus jocoteroi Angus y Díaz-Pazos, 1991",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Rhopalohelophorus,jocoteroi,,Aceptado/válido
27506,"Helophorus korotyaevi Angus, 1985",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Rhopalohelophorus,korotyaevi,,Aceptado/válido
27507,"Helophorus lapponicus Thomson, 1853",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Rhopalohelophorus,lapponicus,,Aceptado/válido
27508,"Helophorus leontis Angus, 1985",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Rhopalohelophorus,leontis,,Aceptado/válido
27509,"Helophorus longitarsis Wollaston, 1864",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Rhopalohelophorus,longitarsis,,Aceptado/válido
27510,"Helophorus maritimus Rey, 1885",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus,maritimus,,Aceptado/válido
27511,"Helophorus minutus Fabricius, 1775",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Rhopalohelophorus,minutus,,Aceptado/válido
27512,"Helophorus nevadensis Sharp, 1916",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Rhopalohelophorus,nevadensis,,Aceptado/válido
27513,"Helophorus nubilus Fabricius, 1777",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Empleurus,nubilus,,Aceptado/válido
27514,"Helophorus obscurus Mulsant, 1844",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Rhopalohelophorus,obscurus,,Aceptado/válido
27515,"Helophorus occidentalis Angus, 1983",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus,occidentalis,,Aceptado/válido
27516,"Hemisphaera guignoti Schaefer, 1975",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Hemisphaera,,guignoti,,Aceptado/válido
27517,"Hemisphaera seriatopunctata (Perris, 1874)",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Hemisphaera,,seriatopunctata,,Aceptado/válido
27518,"Hydraena angulosa Mulsant, 1844",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,,angulosa,,Aceptado/válido
27519,"Hydroscapha crotchi Sharp, 1874",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Hydroscaphidae,Hydroscapha,,crotchi,,Aceptado/válido
27520,"Macronychus quadrituberculatus Müller, 1806",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Macronychus,,quadrituberculatus,,Aceptado/válido
27521,"Ochthebius impressipennis Rey, 1866",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Ochthebius,Asiobates,impressipennis,,Aceptado/válido
27523,"Oreodytes sanmarkii alienus (Shalberg, 1826)",Subspecies,,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Oreodytes,,sanmarkii,alienus,Aceptado/válido
27524,"Oulimnius perezi (Sharp, 1872)",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Oulimnius,,perezi,,Aceptado/válido
27525,"Chaetarthria simillima Vorst & Cuppen, 2003",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Chaetarthria,,simillima,,Aceptado/válido
10752,Rutilus arcasii,Species,Especie nativa,Peces,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Rutilus,,arcasii,,Sinónimo
10669,Erinaceus algirus,Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,,algirus,,Sinónimo
12350,"Unio crassus Philipsson, 1788",Species,Especie nativa,Invertebrados,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Unio,,crassus,,Sinónimo
11576,Rutilus lemmingii,Species,Especie nativa,Peces,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Rutilus,,lemmingii,,Sinónimo
10659,Rutilus alburnoides,Species,Especie nativa,Peces,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Rutilus,,alburnoides,,Sinónimo
28005,"Acanthis flammea (Linnaeus, 1758)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Acanthis,,flammea,,Aceptado/válido
28080,"Aix sponsa (Linnaeus, 1758)",Species,Desconocido,Aves,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,,sponsa,,Aceptado/válido
28205,"Anser caerulescens (Linnaeus, 1758)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,,caerulescens,,Aceptado/válido
11014,"Aquila heliaca adalberti C. L. Brehm, 1861",Subspecies,Especie nativa,Aves,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,,heliaca,adalberti,Sinónimo
10732,"Atherina mochon Cuvier, 1829",Species,Especie nativa,Peces,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Atherina,,mochon,,Sinónimo
28484,"Cairina moschata (Linnaeus, 1758)",Species,Especie no nativa,Aves,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina,,moschata,,Aceptado/válido
28784,"Corvus albus Müller, PLS, 1776",Species,Desconocido,Aves,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,,albus,,Aceptado/válido
28908,"Dendrocygna viduata (Linnaeus, 1766)",Species,Desconocido,Aves,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,,viduata,,Aceptado/válido
33095,"Elaphe scalaris Kahl Et Al., 1980",Species,Especie nativa,Reptiles,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,,scalaris,,Sinónimo
11618,"Gobio gobio (non Linnaeus, 1758)",Species,Especie nativa,Peces,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Gobio,,gobio,,Sinónimo
16287,"Leptoptilos crumeniferus (Lesson, 1831)",Species,Desconocido,Aves,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,,crumeniferus,,Sinónimo
10998,"Leuciscus cephalus (Linnaeus, 1758)",Species,Especie no nativa,Peces,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,,cephalus,,Sinónimo
29374,"Lophodytes cucullatus (Linnaeus, 1758)",Species,Desconocido,Aves,Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,,cucullatus,,Aceptado/válido
13994,"Mergus albellus Linnaeus, 1758",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,,albellus,,Sinónimo
29506,"Mycteria ibis (Linnaeus, 1766)",Species,Desconocido,Aves,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,,ibis,,Aceptado/válido
29546,"Necrosyrtes monachus (Temminck, 1823)",Species,Desconocido,Aves,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Necrosyrtes,,monachus,,Aceptado/válido
29584,"Oena capensis (Linnaeus, 1766)",Species,Desconocido,Aves,Animalia,Chordata,Aves,Columbiformes,Columbidae,Oena,,capensis,,Aceptado/válido
29658,"Pantherophis guttatus Smith, Chiszar, Staley & Tepedelen, 1994",Species,Especie no nativa,Reptiles,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,,guttatus,,Aceptado/válido
29707,"Pelecanus crispus Bruch, 1832",Species,Desconocido,Aves,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,,crispus,,Aceptado/válido
29733,"Phoeniconaias minor (Geoffroy Saint-Hilaire, É, 1798)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoeniconaias,,minor,,Aceptado/válido
29770,"Platalea alba Scopoli, 1786",Species,Desconocido,Aves,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,,alba,,Aceptado/válido
29798,"Ploceus melanocephalus (Linnaeus, 1758)",Species,Especie no nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,,melanocephalus,,Aceptado/válido
11365,"Rhodopechys githaginea (M. H. K. Lichtenstein, 1823)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Rhodopechys,,githaginea,,Sinónimo
33122,"Rhodopechys obsoleta (M. H. K. Lichtenstein, 1823)",Species,Desconocido,Aves,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Rhodopechys,,obsoleta,,Sinónimo
16431,"Sturnus roseus (Linnaeus, 1758)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,,roseus,,Sinónimo
12192,"Tchagra senegala (Linnaeus, 1766)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Tchagra,,senegala,,Sinónimo
30223,"Terathopius ecaudatus (Daudin, 1800)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Terathopius,,ecaudatus,,Aceptado/válido
31471,Andryala rothia Pers.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Andryala,,rothia,,Aceptado/válido
2866,Apteranthes europaea subsp. europaea (Guss.) Murb.,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Asclepiadaceae,Apteranthes,,europaea,europaea,Sinónimo
31495,Asphodelus ayardii Jahand. & Maire,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Asphodelus,,ayardii,,Aceptado/válido
2895,Carthamus arborescens L.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carthamus,,arborescens,,Sinónimo
2903,Carthamus carduncellus L.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carthamus,,carduncellus,,Sinónimo
2899,Carthamus dianius (Webb) Coincy,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carthamus,,dianius,,Sinónimo
2903,Carthamus matritensis (Pau) Greuter,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carthamus,,matritensis,,Sinónimo
79465,Celtica gigantea subsp. donyanae (F.M. Vázquez & Devesa) F.M. Vazquez & Barkworth,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Celtica,,gigantea,donyanae,Sinónimo
3544,Cheirolophus grandifolius (Font Quer) Stübing & al.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cheirolophus,,grandifolius,,Sinónimo
24238,Festuca graniticola Kerguélen & Morla,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,,graniticola,,Sinónimo
31758,Hedera canariensis Willd.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,,canariensis,,Aceptado/válido
33022,"Hypochaeris laevigata (L.) Ces., Pass. & Gibelli",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,,laevigata,,Sinónimo
5856,Limonium ovalifolium subsp. ovalifolium (Poir.) Kuntze,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,ovalifolium,ovalifolium,Sinónimo
5888,Limonium sinuatum subsp. sinuatum (L.) Mill.,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,sinuatum,sinuatum,Sinónimo
31848,Lotus holosericeus Webb & Berthel.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,holosericeus,,Aceptado/válido
31855,Matricaria aurea (Loefl.) Sch. Bip.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,,aurea,,Aceptado/válido
162,Matricaria chamomilla L.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,,chamomilla,,Aceptado/válido
6481,Morella faya (Aiton) Wilbur,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,,faya,,Aceptado/válido
6425,Narcissus conspicuus (Haw.) Sweet,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,conspicuus,,Sinónimo
34004,Narcissus eugeniae Fern. Casas,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,eugeniae,,Sinónimo
6425,Narcissus juressianus Fern. Casas,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,juressianus,,Sinónimo
6532,Narcissus pallidiflorus Pugsley,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,pallidiflorus,,Sinónimo
33101,"Narcissus segurensis S. Ríos, D. Rivera, Alcaraz & Obón",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,segurensis,,Sinónimo
