ID_Ruta,Nombre_Ruta,NOM_ETAPA,Nombre_completo,Longitud,TIPOLOGIA,Description,id,nombre_en,CCAA_1,Provincia_1
2306,GR-12. Etapa 02. Alto de Lizarrusti-Lekunberri,,GR-12. Etapa 02. Alto de Lizarrusti-Lekunberri ,"24,76",,,GRXX0012_00E002_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
2307,GR-121. Etapa 11. Lizarrusti-Amezketa,,GR-121. Etapa 11. Lizarrusti-Amezketa ,"16,82",,,GRXX0121_00E011_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
2311,GR-121. Etapa 15. Aritxulegi-Behovia,,GR-121. Etapa 15. Aritxulegi-Behovia ,"14,97",,,GRXX0121_00E015_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
2326,GR-11.4. Etapa 01. Ateas de Belabarze-Puerto de los Navarros (Collado de Argibiela),,GR-11.4. Etapa 01. Ateas de Belabarze-Puerto de los Navarros (Collado de Argibiela) ,"12,59",,,GRXX0011_04E000_0,,"Aragón, Comunidad Foral de Navarra","Huesca, Navarra"
2329,GR-20. Etapa 05. Betelu-Amezketa (Guipúzcoa),,GR-20. Etapa 05. Betelu-Amezketa (Guipúzcoa) ,"13,57",,,GRXX0020_00E005_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
2333,GR-282. Etapa 11. Okina-Antoñana,,GR-282. Etapa 11. Okina-Antoñana ,"32,65",,,GRXX0282_00E011_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Araba/Álava, Navarra"
2336,GR-20. Etapa 06. Amezketa (Guipúzcoa)-San Martín de Ataún (Elbarrena),,GR-20. Etapa 06. Amezketa (Guipúzcoa)-San Martín de Ataún (Elbarrena) ,"14,42",,,GRXX0020_00E006_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
2340,GR-285. Etapa 04. Ereñotzu-Behovia,,GR-285. Etapa 04. Ereñotzu-Behovia ,"41,91",,,GRXX0285_00E004_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
2369,GR-65.3. Etapa 05A. Undués de Lerda-Límite con Navarra,,GR-65.3. Etapa 05A. Undués de Lerda-Límite con Navarra ,"3,12",,,GRXX0065_03E005_A,,"Aragón, Comunidad Foral de Navarra","Navarra, Zaragoza"
2388,GR-1. Etapa 51. Santa Cruz de Campezo-Angostina,,GR-1. Etapa 51. Santa Cruz de Campezo-Angostina ,"13,77",,,GRXX0001_00E051_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Araba/Álava, Navarra"
2392,GR-1. Etapa 52. Antoñana-San Román de Campezo,,GR-1. Etapa 52. Antoñana-San Román de Campezo ,"8,74",,,GRXX0001_00E052_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Araba/Álava, Navarra"
2407,GR-1. Etapa 53. San Román de Campezo-Bernedo,,GR-1. Etapa 53. San Román de Campezo-Bernedo ,"12,21",,,GRXX0001_00E053_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Araba/Álava, Navarra"
2474,GR-1. Etapa 50. Nuestra Señora de Codés (Navarra)-Santa Cruz de Campezo (Álava),,GR-1. Etapa 50. Nuestra Señora de Codés (Navarra)-Santa Cruz de Campezo (Álava) ,"11,46",,,GRXX0001_00E050_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Araba/Álava, Navarra"
2513,GR-25. Etapa 04. Zalduondo-Barria,,GR-25. Etapa 04. Zalduondo-Barria ,"12,65",,,GRXX0025_00E004_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Araba/Álava, Navarra"
2514,GR-25. Etapa 03. San Román de San Millán-Zalduondo,,GR-25. Etapa 03. San Román de San Millán-Zalduondo ,"19,82",,,GRXX0025_00E003_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Araba/Álava, Navarra"
2832,PR-GI 2004. Sendero Ausa-Gaztelu,,PR-GI 2004. Sendero Ausa-Gaztelu ,"10,6",,,PRGI2004_00E000_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
3016,PR-GI 111. Berastegi-Berastegi,,PR-GI 111. Berastegi-Berastegi ,"11,62",,,PRGI0111_00E000_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
3287,PR-GI 2009. Camino de Alotza,,PR-GI 2009. Camino de Alotza ,"8,63",,,PRGI2009_00E000_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
